dataset,model,seed,ERM_close_mae,ERM_far_mae,val_id_mae,error_close,error_far
gfp,cnn,42,0.6951254490017891,0.9626509761810302,0.34384075993299484,,
gfp,mlp,42,0.5246483364701271,0.9003456476330757,0.2618914587497711,,
gfp,lstm,42,1.0857635719180108,1.616340785264969,0.6127441549301147,,
